@relation training_tutorial1

@attribute NumOfTicks numeric
@attribute PacmanX numeric
@attribute PacmanY numeric
@attribute Ghost1Dist numeric
@attribute Ghost2Dist numeric
@attribute Ghost3Dist numeric
@attribute Ghost4Dist numeric
@attribute Ghost1X numeric
@attribute Ghost1Y numeric
@attribute Ghost2X numeric
@attribute Ghost2Y numeric
@attribute Ghost3X numeric
@attribute Ghost3Y numeric
@attribute Ghost4X numeric
@attribute Ghost4Y numeric
@attribute PacDots numeric
@attribute Score numeric
@attribute Action {'East','North','South','West'}
@attribute NextScore numeric
@data
21,11,9,10,-1,-1,-1,5,5,0,0,0,0,0,0,1,580,'West',579
22,10,9,10,-1,-1,-1,5,4,0,0,0,0,0,0,1,579,'West',578
23,9,9,9,-1,-1,-1,5,4,0,0,0,0,0,0,1,578,'West',577
24,8,9,7,-1,-1,-1,5,5,0,0,0,0,0,0,1,577,'West',576
25,7,9,5,-1,-1,-1,6,5,0,0,0,0,0,0,1,576,'West',575
26,6,9,4,-1,-1,-1,6,5,0,0,0,0,0,0,1,575,'South',574
27,6,8,4,-1,-1,-1,7,5,0,0,0,0,0,0,1,574,'East',573
28,7,8,3,-1,-1,-1,7,5,0,0,0,0,0,0,1,573,'South',572
29,7,7,1,-1,-1,-1,7,6,0,0,0,0,0,0,1,572,'South',0
1,12,10,11,9,5,3,5,6,5,12,13,6,13,12,1,0,'East',-1
2,13,10,11,11,4,3,5,7,4,12,13,6,13,12,1,-1,'North',-2
3,13,11,11,11,6,1,5,8,4,13,12,6,12,12,1,-2,'West',197
4,12,11,10,9,6,-1,5,8,4,12,13,6,0,0,1,197,'East',196
5,13,11,10,9,6,-1,6,8,5,12,14,6,0,0,1,196,'East',195
6,14,11,11,10,6,-1,6,8,5,12,14,5,0,0,1,195,'South',194
7,14,10,9,10,5,-1,6,9,5,11,14,5,0,0,1,194,'South',193
8,14,9,9,11,5,-1,6,8,5,11,13,5,0,0,1,193,'West',192
9,13,9,7,9,5,-1,6,9,6,11,12,5,0,0,1,192,'West',191
10,12,9,7,7,4,-1,6,8,7,11,12,5,0,0,1,191,'South',190
11,12,8,7,7,2,-1,6,9,8,11,12,6,0,0,1,190,'South',189
12,12,7,7,8,1,-1,6,8,8,11,12,6,0,0,1,189,'South',388
13,12,6,7,9,-1,-1,6,7,8,11,0,0,0,0,1,388,'West',387
14,11,6,5,8,-1,-1,6,6,8,11,0,0,0,0,1,387,'West',386
15,10,6,5,8,-1,-1,5,6,7,11,0,0,0,0,1,386,'West',385
16,9,6,5,8,-1,-1,5,5,7,12,0,0,0,0,1,385,'West',384
17,8,6,3,8,-1,-1,6,5,7,13,0,0,0,0,1,384,'West',383
18,7,6,2,6,-1,-1,6,5,7,12,0,0,0,0,1,383,'West',382
19,6,6,2,8,-1,-1,5,5,8,12,0,0,0,0,1,382,'West',381
20,5,6,2,8,-1,-1,6,5,8,11,0,0,0,0,1,381,'East',380
21,6,6,1,7,-1,-1,6,5,8,11,0,0,0,0,1,380,'South',579
22,6,5,-1,8,-1,-1,0,0,8,11,0,0,0,0,1,579,'East',578
23,7,5,-1,6,-1,-1,0,0,8,10,0,0,0,0,1,578,'East',577
24,8,5,-1,5,-1,-1,0,0,8,10,0,0,0,0,1,577,'North',576
25,8,6,-1,4,-1,-1,0,0,8,10,0,0,0,0,1,576,'North',575
26,8,7,-1,4,-1,-1,0,0,7,10,0,0,0,0,1,575,'West',574
27,7,7,-1,4,-1,-1,0,0,7,11,0,0,0,0,1,574,'North',573
28,7,8,-1,4,-1,-1,0,0,6,11,0,0,0,0,1,573,'West',572
29,6,8,-1,4,-1,-1,0,0,5,11,0,0,0,0,1,572,'North',571
30,6,9,-1,3,-1,-1,0,0,5,11,0,0,0,0,1,571,'North',570
31,6,10,-1,2,-1,-1,0,0,5,11,0,0,0,0,1,570,'North',569
32,6,11,-1,1,-1,-1,0,0,5,11,0,0,0,0,1,569,'West',0
1,1,18,13,25,28,29,5,9,11,3,17,6,25,13,0,0,'South',-1
2,1,17,12,24,27,28,5,9,11,3,17,6,25,13,0,-1,'South',-2
3,1,16,11,23,26,27,5,9,11,3,17,6,25,13,0,-2,'South',-3
4,1,15,10,22,25,26,5,9,11,3,17,6,25,13,0,-3,'South',-4
5,1,14,9,21,24,25,5,9,11,3,17,6,25,13,0,-4,'South',-5
6,1,13,8,20,23,24,5,9,11,3,17,6,25,13,0,-5,'South',-6
7,1,12,7,19,22,25,5,9,11,3,17,6,25,13,0,-6,'South',-7
8,1,11,6,18,21,26,5,9,11,3,17,6,25,13,0,-7,'South',-8
9,1,10,5,17,20,27,5,9,11,3,17,6,25,13,0,-8,'South',-9
10,1,9,4,16,19,28,5,9,11,3,17,6,25,13,0,-9,'South',-10
11,1,8,5,15,18,29,5,9,11,3,17,6,25,13,0,-10,'South',-11
12,1,7,6,14,17,30,5,9,11,3,17,6,25,13,0,-11,'South',-12
13,1,6,7,13,16,31,5,9,11,3,17,6,25,13,0,-12,'East',-13
14,2,6,6,12,15,30,5,9,11,3,17,6,25,13,0,-13,'East',-14
15,3,6,5,11,14,29,5,9,11,3,17,6,25,13,0,-14,'East',-15
16,4,6,4,10,13,28,5,9,11,3,17,6,25,13,0,-15,'East',-16
17,5,6,3,9,12,27,5,9,11,3,17,6,25,13,0,-16,'North',-17
18,5,7,2,10,13,26,5,9,11,3,17,6,25,13,0,-17,'North',-18
19,5,8,1,11,14,25,5,9,11,3,17,6,25,13,0,-18,'North',181
20,5,9,-1,12,15,24,0,0,11,3,17,6,25,13,0,181,'East',180
21,6,9,-1,11,14,23,0,0,11,3,17,6,25,13,0,180,'South',179
22,6,8,-1,10,13,24,0,0,11,3,17,6,25,13,0,179,'South',178
23,6,7,-1,9,12,25,0,0,11,3,17,6,25,13,0,178,'South',177
24,6,6,-1,8,11,26,0,0,11,3,17,6,25,13,0,177,'East',176
25,7,6,-1,7,10,25,0,0,11,3,17,6,25,13,0,176,'East',175
26,8,6,-1,6,9,24,0,0,11,3,17,6,25,13,0,175,'East',174
27,9,6,-1,5,8,23,0,0,11,3,17,6,25,13,0,174,'East',173
28,10,6,-1,4,7,22,0,0,11,3,17,6,25,13,0,173,'East',172
29,11,6,-1,3,6,21,0,0,11,3,17,6,25,13,0,172,'South',171
30,11,5,-1,2,7,22,0,0,11,3,17,6,25,13,0,171,'South',170
31,11,4,-1,1,8,23,0,0,11,3,17,6,25,13,0,170,'South',369
32,11,3,-1,-1,9,24,0,0,0,0,17,6,25,13,0,369,'North',368
33,11,4,-1,-1,8,23,0,0,0,0,17,6,25,13,0,368,'North',367
34,11,5,-1,-1,7,22,0,0,0,0,17,6,25,13,0,367,'North',366
35,11,6,-1,-1,6,21,0,0,0,0,17,6,25,13,0,366,'North',365
36,11,7,-1,-1,7,20,0,0,0,0,17,6,25,13,0,365,'North',364
37,11,8,-1,-1,8,19,0,0,0,0,17,6,25,13,0,364,'North',363
38,11,9,-1,-1,9,18,0,0,0,0,17,6,25,13,0,363,'North',362
39,11,10,-1,-1,10,17,0,0,0,0,17,6,25,13,0,362,'North',361
40,11,11,-1,-1,11,16,0,0,0,0,17,6,25,13,0,361,'North',360
41,11,12,-1,-1,12,15,0,0,0,0,17,6,25,13,0,360,'East',359
42,12,12,-1,-1,11,14,0,0,0,0,17,6,25,13,0,359,'East',358
43,13,12,-1,-1,10,13,0,0,0,0,17,6,25,13,0,358,'East',357
44,14,12,-1,-1,9,12,0,0,0,0,17,6,25,13,0,357,'South',356
45,14,11,-1,-1,8,13,0,0,0,0,17,6,25,13,0,356,'South',355
46,14,10,-1,-1,7,14,0,0,0,0,17,6,25,13,0,355,'South',354
47,14,9,-1,-1,6,15,0,0,0,0,17,6,25,13,0,354,'South',353
48,14,8,-1,-1,5,16,0,0,0,0,17,6,25,13,0,353,'South',352
49,14,7,-1,-1,4,17,0,0,0,0,17,6,25,13,0,352,'South',351
50,14,6,-1,-1,3,18,0,0,0,0,17,6,25,13,0,351,'East',350
51,15,6,-1,-1,2,17,0,0,0,0,17,6,25,13,0,350,'East',349
52,16,6,-1,-1,1,16,0,0,0,0,17,6,25,13,0,349,'East',548
53,17,6,-1,-1,-1,15,0,0,0,0,0,0,25,13,0,548,'West',547
54,16,6,-1,-1,-1,16,0,0,0,0,0,0,25,13,0,547,'West',546
55,15,6,-1,-1,-1,17,0,0,0,0,0,0,25,13,0,546,'West',545
56,14,6,-1,-1,-1,18,0,0,0,0,0,0,25,13,0,545,'North',544
57,14,7,-1,-1,-1,17,0,0,0,0,0,0,25,13,0,544,'North',543
58,14,8,-1,-1,-1,16,0,0,0,0,0,0,25,13,0,543,'North',542
59,14,9,-1,-1,-1,15,0,0,0,0,0,0,25,13,0,542,'North',541
60,14,10,-1,-1,-1,14,0,0,0,0,0,0,25,13,0,541,'East',540
61,15,10,-1,-1,-1,13,0,0,0,0,0,0,25,13,0,540,'East',539
62,16,10,-1,-1,-1,12,0,0,0,0,0,0,25,13,0,539,'East',538
63,17,10,-1,-1,-1,11,0,0,0,0,0,0,25,13,0,538,'East',537
64,18,10,-1,-1,-1,10,0,0,0,0,0,0,25,13,0,537,'East',536
65,19,10,-1,-1,-1,9,0,0,0,0,0,0,25,13,0,536,'East',535
66,20,10,-1,-1,-1,8,0,0,0,0,0,0,25,13,0,535,'North',534
67,20,11,-1,-1,-1,7,0,0,0,0,0,0,25,13,0,534,'North',533
68,20,12,-1,-1,-1,6,0,0,0,0,0,0,25,13,0,533,'North',532
69,20,13,-1,-1,-1,5,0,0,0,0,0,0,25,13,0,532,'North',531
70,20,14,-1,-1,-1,6,0,0,0,0,0,0,25,13,0,531,'North',530
71,20,15,-1,-1,-1,7,0,0,0,0,0,0,25,13,0,530,'East',529
72,21,15,-1,-1,-1,6,0,0,0,0,0,0,25,13,0,529,'East',528
73,22,15,-1,-1,-1,5,0,0,0,0,0,0,25,13,0,528,'East',527
74,23,15,-1,-1,-1,4,0,0,0,0,0,0,25,13,0,527,'East',526
75,24,15,-1,-1,-1,3,0,0,0,0,0,0,25,13,0,526,'East',525
76,25,15,-1,-1,-1,2,0,0,0,0,0,0,25,13,0,525,'South',524
77,25,14,-1,-1,-1,1,0,0,0,0,0,0,25,13,0,524,'South',0
1,1,18,13,25,28,29,5,9,11,3,17,6,25,13,0,0,'South',-1
2,1,17,12,24,28,28,5,9,11,3,18,6,25,13,0,-1,'South',-2
3,1,16,12,23,28,26,6,9,11,3,18,5,25,13,0,-2,'South',-3
4,1,15,11,21,28,24,6,9,10,3,18,4,25,14,0,-3,'South',-4
5,1,14,9,20,26,24,6,10,10,3,18,5,25,15,0,-4,'South',-5
6,1,13,7,19,26,26,5,10,10,3,19,5,24,15,0,-5,'South',-6
7,1,12,5,17,26,28,4,10,9,3,19,4,25,15,0,-6,'South',-7
8,1,11,3,15,24,28,3,10,8,3,19,5,25,16,0,-7,'South',-8
9,1,10,3,14,22,28,4,10,8,3,18,5,25,15,0,-8,'South',-9
10,1,9,4,13,20,30,4,10,8,3,18,6,25,14,0,-9,'South',-10
11,1,8,6,12,20,30,5,10,8,3,18,5,25,15,0,-10,'South',-11
12,1,7,7,11,18,32,5,10,8,3,18,6,24,15,0,-11,'South',-12
13,1,6,8,11,18,34,5,10,9,3,19,6,25,15,0,-12,'East',-13
14,2,6,7,11,18,32,5,10,10,3,20,6,25,16,0,-13,'East',-14
15,3,6,6,9,18,31,5,10,9,3,21,6,25,15,0,-14,'East',-15
16,4,6,4,7,17,29,4,10,9,4,21,6,25,15,0,-15,'North',-16
17,4,7,3,7,17,28,4,10,9,5,20,6,25,14,0,-16,'North',-17
18,4,8,3,8,18,28,3,10,9,5,20,6,25,14,0,-17,'West',-18
19,3,8,3,10,19,30,4,10,9,4,20,6,25,15,0,-18,'East',-19
20,4,8,2,10,18,28,4,10,9,3,20,6,25,16,0,-19,'North',-20
21,4,9,1,12,20,27,4,10,10,3,21,6,24,16,0,-20,'North',179
22,4,10,-1,14,22,25,0,0,11,3,22,6,24,16,0,179,'East',178
23,5,10,-1,13,21,23,0,0,11,3,22,6,23,16,0,178,'East',177
24,6,10,-1,11,21,22,0,0,11,4,23,6,23,15,0,177,'South',176
25,6,9,-1,11,19,24,0,0,11,3,23,7,23,15,0,176,'South',175
26,6,8,-1,10,19,24,0,0,11,3,24,7,23,16,0,175,'South',174
27,6,7,-1,8,17,26,0,0,11,4,23,7,22,16,0,174,'South',173
28,6,6,-1,6,19,27,0,0,11,5,24,7,23,16,0,173,'East',172
29,7,6,-1,6,17,25,0,0,11,4,24,6,23,16,0,172,'East',171
30,8,6,-1,5,17,23,0,0,11,4,24,5,23,15,0,171,'East',170
31,9,6,-1,5,15,21,0,0,11,3,23,5,23,14,0,170,'East',169
32,10,6,-1,3,13,21,0,0,11,4,23,6,22,14,0,169,'East',168
33,11,6,-1,1,13,21,0,0,11,5,24,6,23,14,0,168,'South',367
34,11,5,-1,-1,15,23,0,0,0,0,25,6,24,14,0,367,'North',366
35,11,6,-1,-1,15,21,0,0,0,0,25,7,24,15,0,366,'North',365
36,11,7,-1,-1,15,21,0,0,0,0,25,6,24,14,0,365,'North',364
37,11,8,-1,-1,16,20,0,0,0,0,25,6,25,14,0,364,'North',363
38,11,9,-1,-1,18,18,0,0,0,0,25,5,25,14,0,363,'North',362
39,11,10,-1,-1,19,17,0,0,0,0,25,5,25,13,0,362,'North',361
40,11,11,-1,-1,20,17,0,0,0,0,25,5,25,13,0,361,'North',360
41,11,12,-1,-1,20,15,0,0,0,0,25,6,25,14,0,360,'East',359
42,12,12,-1,-1,20,14,0,0,0,0,25,5,25,13,0,359,'East',358
43,13,12,-1,-1,20,13,0,0,0,0,25,4,25,13,0,358,'East',357
44,14,12,-1,-1,20,12,0,0,0,0,25,3,25,13,0,357,'East',356
45,15,12,-1,-1,18,12,0,0,0,0,24,3,25,13,0,356,'East',355
46,16,12,-1,-1,18,10,0,0,0,0,25,3,25,14,0,355,'East',354
47,17,12,-1,-1,16,9,0,0,0,0,24,3,25,13,0,354,'East',353
48,18,12,-1,-1,14,9,0,0,0,0,23,3,25,13,0,353,'East',352
49,19,12,-1,-1,13,7,0,0,0,0,23,3,25,14,0,352,'East',351
50,20,12,-1,-1,11,6,0,0,0,0,22,3,24,14,0,351,'North',350
51,20,13,-1,-1,11,6,0,0,0,0,22,4,24,14,0,350,'North',349
52,20,14,-1,-1,13,4,0,0,0,0,22,3,24,15,0,349,'North',348
53,20,15,-1,-1,15,4,0,0,0,0,23,3,24,14,0,348,'East',347
54,21,15,-1,-1,13,4,0,0,0,0,23,4,23,14,0,347,'East',346
55,22,15,-1,-1,11,3,0,0,0,0,22,4,23,13,0,346,'East',345
56,23,15,-1,-1,12,3,0,0,0,0,22,4,23,13,0,345,'South',344
57,23,14,-1,-1,10,2,0,0,0,0,23,4,22,13,0,344,'West',543
58,22,14,-1,-1,10,-1,0,0,0,0,22,4,0,0,0,543,'North',542
59,22,15,-1,-1,12,-1,0,0,0,0,23,4,0,0,0,542,'West',541
60,21,15,-1,-1,12,-1,0,0,0,0,22,4,0,0,0,541,'West',540
61,20,15,-1,-1,12,-1,0,0,0,0,21,4,0,0,0,540,'South',539
62,20,14,-1,-1,12,-1,0,0,0,0,21,3,0,0,0,539,'South',538
63,20,13,-1,-1,11,-1,0,0,0,0,21,3,0,0,0,538,'South',537
64,20,12,-1,-1,10,-1,0,0,0,0,21,3,0,0,0,537,'South',536
65,20,11,-1,-1,8,-1,0,0,0,0,21,4,0,0,0,536,'South',535
66,20,10,-1,-1,7,-1,0,0,0,0,21,4,0,0,0,535,'East',534
67,21,10,-1,-1,7,-1,0,0,0,0,21,3,0,0,0,534,'East',533
68,22,10,-1,-1,9,-1,0,0,0,0,20,3,0,0,0,533,'East',532
69,23,10,-1,-1,11,-1,0,0,0,0,19,3,0,0,0,532,'South',531
70,23,9,-1,-1,11,-1,0,0,0,0,18,3,0,0,0,531,'South',530
71,23,8,-1,-1,9,-1,0,0,0,0,19,3,0,0,0,530,'South',529
72,23,7,-1,-1,8,-1,0,0,0,0,19,3,0,0,0,529,'South',528
73,23,6,-1,-1,6,-1,0,0,0,0,19,4,0,0,0,528,'West',527
74,22,6,-1,-1,4,-1,0,0,0,0,19,5,0,0,0,527,'West',526
75,21,6,-1,-1,4,-1,0,0,0,0,18,5,0,0,0,526,'West',525
76,20,6,-1,-1,4,-1,0,0,0,0,18,4,0,0,0,525,'West',524
77,19,6,-1,-1,4,-1,0,0,0,0,18,3,0,0,0,524,'West',523
78,18,6,-1,-1,4,-1,0,0,0,0,17,3,0,0,0,523,'West',522
79,17,6,-1,-1,2,-1,0,0,0,0,17,4,0,0,0,522,'South',521
80,17,5,-1,-1,1,-1,0,0,0,0,17,4,0,0,0,521,'South',0
1,1,18,13,25,28,29,5,9,11,3,17,6,25,13,0,0,'South',-1
2,1,17,11,23,27,27,5,10,10,3,17,6,25,13,0,-1,'South',-2
3,1,16,10,23,27,25,5,10,11,3,17,5,25,14,0,-2,'South',-3
4,1,15,10,22,27,23,5,9,11,3,18,5,24,14,0,-3,'South',-4
5,1,14,8,20,27,23,4,9,11,4,19,5,23,14,0,-4,'South',-5
6,1,13,8,19,26,25,5,9,11,4,19,5,23,15,0,-5,'South',-6
7,1,12,7,17,24,25,5,9,10,4,18,5,23,16,0,-6,'South',-7
8,1,11,5,15,22,27,5,10,9,4,18,6,23,15,0,-7,'South',-8
9,1,10,3,13,22,27,4,10,9,5,18,5,24,15,0,-8,'South',-9
10,1,9,5,13,21,29,5,10,9,4,18,5,23,15,0,-9,'South',-10
11,1,8,5,13,21,29,5,9,10,4,18,4,24,15,0,-10,'South',-11
12,1,7,5,11,21,31,4,9,9,4,19,4,24,14,0,-11,'South',-12
13,1,6,5,11,21,32,3,9,9,3,19,3,24,15,0,-12,'East',-13
14,2,6,4,11,20,32,3,9,10,3,19,3,24,15,0,-13,'East',-14
15,3,6,4,10,18,30,3,10,10,3,19,4,25,15,0,-14,'North',-15
16,3,7,4,11,18,30,4,10,10,3,18,4,25,14,0,-15,'East',-16
17,4,7,3,11,16,30,4,10,11,3,17,4,25,15,0,-16,'North',-17
18,4,8,3,11,16,28,5,10,10,3,17,5,25,16,0,-17,'East',-18
19,5,8,3,9,15,28,6,10,9,3,17,5,24,16,0,-18,'East',-19
20,6,8,3,7,14,28,5,10,8,3,17,5,25,16,0,-19,'West',-20
21,5,8,1,7,16,30,5,9,8,4,18,5,25,17,0,-20,'North',179
22,5,9,-1,7,18,28,0,0,8,5,18,4,25,18,0,179,'East',178
23,6,9,-1,5,16,28,0,0,8,6,18,5,24,18,0,178,'South',177
24,6,8,-1,4,14,28,0,0,8,6,18,6,25,18,0,177,'South',176
25,6,7,-1,3,14,29,0,0,8,6,18,5,25,17,0,176,'South',175
26,6,6,-1,3,12,30,0,0,8,7,17,5,25,17,0,175,'East',174
27,7,6,-1,3,12,29,0,0,8,8,18,5,25,17,0,174,'East',173
28,8,6,-1,3,12,29,0,0,8,9,18,4,25,17,0,173,'North',172
29,8,7,-1,2,12,28,0,0,8,9,17,4,25,18,0,172,'North',171
30,8,8,-1,2,13,26,0,0,8,10,17,4,25,18,0,171,'North',170
31,8,9,-1,2,15,24,0,0,8,11,18,4,25,17,0,170,'North',169
32,8,10,-1,1,15,24,0,0,8,11,18,5,25,16,0,169,'North',368
33,8,11,-1,-1,15,24,0,0,0,0,18,6,25,17,0,368,'East',367
34,9,11,-1,-1,15,23,0,0,0,0,19,6,25,18,0,367,'East',366
35,10,11,-1,-1,13,22,0,0,0,0,18,6,25,18,0,366,'East',365
36,11,11,-1,-1,12,20,0,0,0,0,18,6,25,18,0,365,'North',364
37,11,12,-1,-1,14,20,0,0,0,0,18,5,25,17,0,364,'East',363
38,12,12,-1,-1,13,19,0,0,0,0,18,5,25,18,0,363,'East',362
39,13,12,-1,-1,12,18,0,0,0,0,18,5,25,18,0,362,'East',361
40,14,12,-1,-1,10,16,0,0,0,0,18,6,25,18,0,361,'South',360
41,14,11,-1,-1,10,18,0,0,0,0,19,6,25,17,0,360,'South',359
42,14,10,-1,-1,8,18,0,0,0,0,18,6,25,18,0,359,'South',358
43,14,9,-1,-1,8,19,0,0,0,0,18,5,24,18,0,358,'South',357
44,14,8,-1,-1,8,21,0,0,0,0,19,5,24,18,0,357,'South',356
45,14,7,-1,-1,8,21,0,0,0,0,19,4,25,18,0,356,'South',355
46,14,6,-1,-1,8,22,0,0,0,0,20,4,24,18,0,355,'East',354
47,15,6,-1,-1,8,22,0,0,0,0,20,3,24,18,0,354,'East',353
48,16,6,-1,-1,7,21,0,0,0,0,20,3,25,18,0,353,'East',352
49,17,6,-1,-1,5,19,0,0,0,0,20,4,25,18,0,352,'East',351
50,18,6,-1,-1,3,19,0,0,0,0,19,4,24,18,0,351,'East',350
51,19,6,-1,-1,1,17,0,0,0,0,19,5,25,18,0,350,'South',549
52,19,5,-1,-1,-1,19,0,0,0,0,0,0,24,18,0,549,'East',548
53,20,5,-1,-1,-1,17,0,0,0,0,0,0,25,18,0,548,'North',547
54,20,6,-1,-1,-1,17,0,0,0,0,0,0,25,17,0,547,'East',546
55,21,6,-1,-1,-1,16,0,0,0,0,0,0,25,18,0,546,'East',545
56,22,6,-1,-1,-1,14,0,0,0,0,0,0,25,18,0,545,'East',544
57,23,6,-1,-1,-1,13,0,0,0,0,0,0,24,18,0,544,'North',543
58,23,7,-1,-1,-1,11,0,0,0,0,0,0,24,18,0,543,'North',542
59,23,8,-1,-1,-1,11,0,0,0,0,0,0,23,18,0,542,'North',541
